Serial No.,College Name,Info Data
668,Ellenki College of Engineering and Technology - [ECET],"Ellenki Institute of Engineering & Technology was founded in the year 1999 in Hyderabad about 18 kilometers from JNTUH Kukatpally. The college is granted autonomous status by UGC and approved by the All India Council for Technical Education (AICTE), New Delhi, and affiliated to Jawaharlal Nehru Technological University, Hyderabad (JNTUH). As per the latest reports, the college has been rated 4.5 stars by the Institution Innovation Council, Ministry of Education, Government of India, and has achieved a ranking in the Atal Ranking of Institutions on Innovation Achievements (ARIIA)."
669,GKM College of Engineering and Technology - [GKMCET],"GKM College of Engineering and Technology, affiliated to Anna University Chennai, is a private university located in Chennai, Tamil Nadu. It was established in 1996 and it has been accredited by NAAC with grade ‘A’. GKM College of Engineering and Technology offers multiple courses under the UG, PG as well as Ph.D. domains. The college provides around 10 specializations for UG and PG levels and 4 specializations at the Ph.D. level."
670,G L Bajaj Institute of Technology and Management,"G.L. Bajaj Institute of Technology & Management Noida is a prestigious Institute established in the year 2007. It is affiliated to Dr. APJ Abdul Kalam Technical University and has been approved by AICTE. The Institute currently offers various courses including B.Tech at the UG level and M. Tech, MBA, and MCA at the PG level."
671,Karpagam Institute of Technology,"Karpagam Institute of Technology was established in the year 2007, by Dr.R. Vasantha Kumar and is accredited by AICTE, NAAC and NBA and takes its affiliation from the state technical university of Tamil Nadu, Anna University (AU). It offers B.E and B.Tech courses."
672,Kongunadu College of Engineering and Technology - [KNCET],"Kongunadu College of Engineering and Technology (KCET), is a private technical institution established in 2007. The AICTE approved college is situated in Tholurpatti, Tiruchirappalli, Tamil Nadu, and is spread over a land of 66 acres. The college is affiliated to Anna University, Tamil Nadu, and is graded as 'B++' by NAAC. The college is ranked 14th position out of 506 engineering colleges affiliated under Anna University based upon the pass percentage of college. It was awarded as National Level Clean and Smart Campus Award-2019 by AICTE. The college offers undergraduate and postgraduate courses in engineering."
673,MBM Engineering College - [MBM],"MBM Engineering College or Mugneeram Bangur Memorial Engineering College is a pioneer technical institute established in 1951 by Rajasthan Govt. It is affiliated to Jai Narain Vyas University, Jodhpur. Presently, it is running B.Tech & B.Arch. at the UG level and MCA and M.Tech at the PG level. Some of the courses have the approval of AICTE and is granted by UGC. The CSE Department of MBM College has collaboration with IBM USA for student’s training"
674,Mookambigai College of Engineering,"Mookambigai College of Engineering (MEC), Pudukkottai was established in 1985 under the aegis of Sri Mariamman Educational Trust with the aim of imparting higher knowledge in Engineering and Technology to the aspiring boys and girls so that they can emerge as competent scientists, engineers and technologists."
675,Ponjesly College of Engineering - [PCE],"Ponjesly College of Engineering is one of southern India’s leading engineering colleges. Coming under the aegis of Ponjesly Charitable Trust, the engineering college was started in 2005. The institute is dedicated to making technical education accessible for all."
676,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,Rajadhani Institute of Engineering and Technology is one of the leading and paramount Colleges of Engineering all over Kerala. RIET was established in 2009 and has been since one of the pioneers in the field. The Institute has for years produced well-qualified professionals in the Engineering and Management Industries.
677,Ramachandra College of Engineering - [RCE],"Ramachandra College of Engineering was established by the Founders of RATNAM EDUCATIONAL INSTITUTIONS in Eluru, Andhra Pradesh, in the year 2008 under the leadership of Sri.G.S.Ramachandra Rao. It is approved by All India Council for Technical Education (AICTE) and affiliated to JNTU Kakinada. The main objective of RCE is to develop highly skilled technical professionals with good knowledge, excellent communication skills and good behavior. It offers undergraduate courses as well as postgraduate courses with various specializations. Admissions are considered on the basis of merit scores in the entrance exam."
678,Roorkee Institute of Technology - [RIT],"Roorkee Institute of Technology (RIT), Roorkee, established in 2005 is a private institute affiliated to the Uttarakhand Technical University. It has been graded A++ by National Assessment and Accreditation Council (NAAC), first and only institute in Uttarakhand. The institute offers undergraduate and postgraduate courses across Engineering, Management, Agriculture and Paramedical Sciences."
679,SCMS School of Engineering and Technology [SSET],"SCMS School of Engineering and Technology is a prime institution that offers education in the field of technology. It was recognized in the year 2001 and is affiliated to Dr. APJ Abdul Kalam Technological University (KTU), Trivandrum."
680,SIES Graduate School of Technology - [SIES-GST],The South Indian Education Society (SIES) was established in 1932 with an aim of providing quality education and value based education to the students. Through different educational modes like inquiry and experimentations which will strengthen the students ability to think beyond the limit and come out with unique and creative ideas.
681,SKN Sinhgad Institute of Technology and Science -[SKNSITS] Lonavala,"The Sinhgad institute of technology and science, also known as SKNSITS is a private institute in Lonavala and was established in 2011 and is a part of the Sinhgad Technical Education Society. The institute offers are programs in Mechanical Engineering, Electrical Engineering, Computer Engineering, Electronics and Telecommunication Engineering & Information Technology, and ME in Mechanical Design Engineering & Computer Engineering. Admission to the BE program is done through the JEE exam score followed by counseling. The admission to ME courses is offered based on a valid GATE score and the final selection will be done through ."
682,Sapthagiri NPS University,"Sapthagiri NPS University, Bangalore was set up in the year of 2001 by Srinivasa Education and Charitable Trust. The college is affiliated to Viswesvayraya Technological University. It imparts quality engineering education aiming to develop students as responsible citizens. The college offers Undergraduate and Postgraduate courses across various disciplines in the field of Engineering and Technology. The admission to these courses is purely entrance-based."
